source,text,created,compound,positive,negative,neutral,tweets ago
@CBSNews,NEW RECORD: Brazil's Maya Gaberia rode a 68-foot wave in Portugal and nearly drowned en route to become a world rec… https://t.co/a8aFLLiSDN,Tue Oct 02 14:41:04 +0000 2018,-0.5994,0.0,0.17,0.83,31
@CBSNews,"To kick off Breast Cancer Awareness Month, tennis great Serena Williams goes topless and sings ""I Touch Myself"" in… https://t.co/vqomlhwLVI",Tue Oct 02 14:20:38 +0000 2018,-0.0772,0.155,0.166,0.679,32
@CBSNews,"Tom Petty's daughter reflects on the pain and catharsis of making ""An American Treasure"" https://t.co/a1td4pq6Ij https://t.co/jsFMhatEzZ",Tue Oct 02 14:00:38 +0000 2018,-0.2732,0.113,0.169,0.718,33
@CBSNews,"Senator Joni Ernst says her support of Judge Brett Kavanaugh shows women that ""we are innocent until proven guilty""… https://t.co/pOLb7R0nLX",Tue Oct 02 13:40:50 +0000 2018,0.6249,0.221,0.0,0.779,34
@CBSNews,"""I’ve been to a lot of [Trump] rallies, but this is a first."" Halloween came early at last night's rally in Tenness… https://t.co/EzGcGBzLoi",Tue Oct 02 13:23:11 +0000 2018,0.0,0.0,0.0,1.0,35
@CBSNews,"Red tide likely spreads in Florida, causing breathing problems for beachgoers https://t.co/tJtDvv47BE https://t.co/jdGZ3QqiAv",Tue Oct 02 13:04:41 +0000 2018,-0.4019,0.0,0.184,0.816,36
@CBSNews,"For the first time ever on Wednesday, Americans nationwide will receive an alert on their cell phones from Presiden… https://t.co/ye1HX0S8MP",Tue Oct 02 12:50:30 +0000 2018,0.296,0.104,0.0,0.896,37
@CBSNews,"A former top FBI official, who has been in contact with those involved in the Kavanaugh inquiry, described a ""war r… https://t.co/MjG4ErCrJG",Tue Oct 02 12:47:31 +0000 2018,-0.4767,0.076,0.165,0.759,38
@CBSNews,"This 8-year-old girl became a barber before even starting the 2nd grade, and now gives free haircuts to neighborhoo… https://t.co/RSNuWqHOcQ",Tue Oct 02 12:41:16 +0000 2018,0.5106,0.155,0.0,0.845,39
@CBSNews,Manhunt in Tennessee for suspect accused of killing 2 in violent crime spree https://t.co/P7fnkwitjY https://t.co/TLK55CaLl0,Tue Oct 02 12:34:53 +0000 2018,-0.9451,0.0,0.643,0.357,40
@CBSNews,"RT @AnthonyMasonCBS: A year ago today, we lost @TomPetty His daughter, Adria Petty, talks about “An American Treasure,” the new boxed set t…",Tue Oct 02 12:33:51 +0000 2018,-0.4767,0.0,0.17,0.83,41
@CBSNews,"RT @NorahODonnell: “These are the most courageous women I have ever met in my life. ... to see them sob like that, you understand the pain…",Tue Oct 02 12:21:45 +0000 2018,0.6361,0.205,0.066,0.729,42
@CBSNews,"RT @CBSThisMorning: “This does expand opportunity for our dairy farmers, for eggs and poultry going into Canada. And it levels the playing…",Tue Oct 02 12:21:17 +0000 2018,0.6249,0.203,0.0,0.797,43
@CBSNews,RT @CBSThisMorning: “The witnesses that she named have either denied those claims or cannot corroborate... I do believe that she has suffer…,Tue Oct 02 12:16:26 +0000 2018,-0.4404,0.0,0.127,0.873,44
@CBSNews,"RT @CBSThisMorning: For the first time ever on Wednesday, Americans nationwide will receive an alert on their cell phones from President Tr…",Tue Oct 02 12:15:59 +0000 2018,0.296,0.095,0.0,0.905,45
@CBSNews,RT @CBSThisMorning: “What message that sends to women in America is that we are innocent until proven guilty in this great country. And I h…,Tue Oct 02 12:15:59 +0000 2018,0.5719,0.215,0.092,0.693,46
@CBSNews,"Death toll in earthquake, tsunami death toll in Indonesia passes 1,200 as officials continue to look for victims… https://t.co/Z6UR2lRMdP",Tue Oct 02 12:04:30 +0000 2018,-0.8316,0.0,0.315,0.685,47
@CBSNews,"RT @CBSThisMorning: .@Amazon announced this morning it will increase its minimum wage to $15 an hour. The change, starting next month, appl…",Tue Oct 02 11:53:35 +0000 2018,0.3182,0.099,0.0,0.901,48
@CBSNews,RT @CBSThisMorning: Last night the @CBSThisMorning team won an Emmy for @NorahODonnell's report on sexual assault in the United States Air…,Tue Oct 02 11:53:11 +0000 2018,0.4019,0.23,0.134,0.636,49
@CBSNews,"RT @NorahODonnell: COMING UP ON @CBSThisMorning - @SenJoniErnst speaks to us about the #Kavanaugh nomination: ""in the United States, people…",Tue Oct 02 11:53:11 +0000 2018,0.4215,0.135,0.0,0.865,50
@CBSNews,New Mexico Democratic congressional candidate showcases her gun skills in ad https://t.co/Mp26G3E7bu https://t.co/gM1WmKssyB,Tue Oct 02 11:50:43 +0000 2018,-0.34,0.0,0.167,0.833,51
@CBSNews,Tropical Storm Rosa set to drench Arizona and the Southwest with heavy rainfall https://t.co/YB5GFsmeXW https://t.co/n8HOVLmSug,Tue Oct 02 11:34:35 +0000 2018,0.0,0.0,0.0,1.0,52
@CBSNews,"RT @CBSThisMorning: “This is another one of those cases where there is dread within the FBI… No matter which way this goes, they're not goi…",Tue Oct 02 11:24:40 +0000 2018,-0.6249,0.039,0.184,0.777,53
@CBSNews,RT @CBSThisMorning: Indonesian authorities are desperately working to get food and other aid to victims of the devastating earthquake and t…,Tue Oct 02 11:24:13 +0000 2018,-0.8481,0.0,0.338,0.662,54
@CBSNews,RT @CBSThisMorning: Parts of the southwestern U.S. are bracing for possible flash flooding from Tropical Depression Rosa as it moves in fro…,Tue Oct 02 11:23:42 +0000 2018,-0.5719,0.0,0.15,0.85,55
@CBSNews,"Amazon says it will increase its minimum wage to $15 an hour for all U.S. workers, including part-time and temporar… https://t.co/s80VZuMIRY",Tue Oct 02 11:20:22 +0000 2018,0.4588,0.174,0.0,0.826,56
@CBSNews,"A trio of American, Canadian, and French scientists have won the Nobel Prize in physics for their work with lasers… https://t.co/xda48e7jlu",Tue Oct 02 11:09:37 +0000 2018,0.7906,0.28,0.0,0.72,57
@CBSNews,"RT @CBSThisMorning: We're live now with @GayleKing, @JDickerson and @NorahODonnell. Join us. https://t.co/YeIMpADEgL",Tue Oct 02 11:07:48 +0000 2018,0.296,0.155,0.0,0.845,58
@CBSNews,"Ahead on @CBSThisMorning; Tom Petty's daughter honors the iconic singer, a year after his death. We'll talk to Adri… https://t.co/Tq9pTKqWgz",Tue Oct 02 10:50:48 +0000 2018,-0.1531,0.136,0.161,0.702,59
@CBSNews,"A former FBI top official describes a quote ""war room"" atmosphere around the Brett Kavanaugh inquiry. Learn what th… https://t.co/NhIJVCzM5d",Tue Oct 02 10:40:41 +0000 2018,-0.4767,0.083,0.18,0.737,60
@CBSNews,Soccer star Cristiano Ronaldo sued by a Nevada woman who said he raped her in the penthouse suite of a Las Vegas ho… https://t.co/IoAa4H9rLo,Tue Oct 02 10:25:35 +0000 2018,-0.6808,0.0,0.18,0.82,61
@CBSNews,"John Legend to release ""A Legendary Christmas"" album https://t.co/A8jA6syov9 https://t.co/kDf5dcvnqh",Tue Oct 02 10:03:03 +0000 2018,0.0,0.0,0.0,1.0,62
@CBSNews,FBI agent shot by booby-trapped wheelchair in fortified home https://t.co/DTf6q0eWUo https://t.co/pEZrWTsE64,Tue Oct 02 09:54:08 +0000 2018,0.0,0.0,0.0,1.0,63
@CBSNews,"""We got everybody out"": Medal of Honor recipient recalls harrowing battle https://t.co/TuqXSfABNg https://t.co/Fx0EV0R61o",Tue Oct 02 09:48:04 +0000 2018,0.5719,0.333,0.138,0.529,64
@CBSNews,Tropical Storm Rosa set to drench Arizona and the Southwest with heavy rainfall https://t.co/Z2PV7B0t4j https://t.co/kCemHZSLKe,Tue Oct 02 09:40:07 +0000 2018,0.0,0.0,0.0,1.0,65
@CBSNews,"Jon Batiste: ""You can't sit on the sidelines"" https://t.co/KIPN7Q81Tw https://t.co/RKPbpHjK6M",Tue Oct 02 09:33:04 +0000 2018,0.0,0.0,0.0,1.0,66
@CBSNews,Boy Scout dies after getting trapped in Michigan sand dune https://t.co/pxMfuPq6fc https://t.co/HMZOs0Um1u,Tue Oct 02 09:18:04 +0000 2018,-0.5267,0.0,0.236,0.764,67
@CBSNews,"Video captures runaway horse charging through sports bar, sending customers fleeing in panic https://t.co/Dhz6fk09D6 https://t.co/VjDqWkp8Vy",Tue Oct 02 09:03:04 +0000 2018,-0.5106,0.0,0.191,0.809,68
@CBSNews,White House authorizes broader FBI interviews in Kavanaugh review https://t.co/hxKjKl99fu https://t.co/N1xqrymc4o,Tue Oct 02 08:48:03 +0000 2018,0.0,0.0,0.0,1.0,69
@CBSNews,Why GE sacked CEO after just 14 months on the job https://t.co/QHobfSRYMc https://t.co/aC519jeJOV,Tue Oct 02 08:33:03 +0000 2018,0.0,0.0,0.0,1.0,70
@CBSNews,"Father, 2-year-old son among victims of Pennsylvania car explosion https://t.co/gaUrFMAFSf https://t.co/CYYS7tI6qT",Tue Oct 02 08:18:03 +0000 2018,-0.3182,0.0,0.187,0.813,71
@CBSNews,"French singer, actor Charles Aznavour dies at age 94 https://t.co/EMvDB0SUGO https://t.co/WwlEbNKrxV",Tue Oct 02 08:03:04 +0000 2018,0.0,0.0,0.0,1.0,72
@CBSNews,Paul McCartney reveals John Lennon's fear to 60 Minutes https://t.co/Eheq0qKXfv https://t.co/ZwIOw3VmFk,Tue Oct 02 07:48:03 +0000 2018,-0.4939,0.0,0.242,0.758,73
@CBSNews,"Senate candidate Mike Braun says Christine Blasey Ford's testimony ""sketchier"" than Kavanaugh's… https://t.co/uyIuMbRPZI",Tue Oct 02 07:33:04 +0000 2018,0.0,0.0,0.0,1.0,74
@CBSNews,"Surfer dies from brain eating amoeba after visiting Waco, Texas, resort https://t.co/5B9ydgMFsl https://t.co/6PWtL75wTW",Tue Oct 02 07:18:02 +0000 2018,0.0,0.0,0.0,1.0,75
@CBSNews,"Soccer star Cristiano Ronaldo sued, accused of rape https://t.co/MhsSLGkQiq https://t.co/RPqOd52yoh",Tue Oct 02 07:10:06 +0000 2018,-0.7845,0.0,0.463,0.537,76
@CBSNews,"Trump says FBI should interview ""anybody they want"" in Kavanaugh review https://t.co/UNRuRmfc1d https://t.co/IliTSHCeL3",Tue Oct 02 07:03:04 +0000 2018,0.0772,0.098,0.0,0.902,77
@CBSNews,Vegas Strip lights dim as shooting's first anniversary marked https://t.co/6qVnzYyBjV https://t.co/NZhR4zSdwb,Tue Oct 02 06:58:06 +0000 2018,0.0,0.0,0.0,1.0,78
@CBSNews,6-year-old boy who can't play outside due to rare disease finds a friend in school resource officer… https://t.co/WrPicae3oU,Tue Oct 02 06:48:04 +0000 2018,0.2878,0.158,0.101,0.741,79
@CBSNews,Commentary: Kavanaugh's confirmation process is not supposed to work this way https://t.co/Lq28wNaQV5 https://t.co/TpJEOq4sJr,Tue Oct 02 06:33:04 +0000 2018,0.0,0.0,0.0,1.0,80
@CBSNews,Officials confirm body found in creek is missing boy with autism https://t.co/IsqRvZMtmt https://t.co/dyG2shudCD,Tue Oct 02 06:18:03 +0000 2018,-0.296,0.0,0.155,0.845,81
@CBSNews,"Free college programs sound great, but do they work? https://t.co/uwCjexaW8u https://t.co/svajCOkZ0W",Tue Oct 02 06:03:03 +0000 2018,0.5719,0.343,0.0,0.657,82
@CBSNews,3rd Brett Kavanaugh accuser Julie Swetnick has history of legal disputes https://t.co/ossLPHBSFf https://t.co/503zG5A7DK,Tue Oct 02 05:48:03 +0000 2018,-0.1531,0.103,0.144,0.753,83
@CBSNews,"""We got everybody out"": Medal of Honor recipient recalls harrowing battle https://t.co/MDp1VHrT5I https://t.co/7MpWIu0fTI",Tue Oct 02 05:33:03 +0000 2018,0.5719,0.333,0.138,0.529,84
@CBSNews,Mother shot in Las Vegas shooting finally leaves hospital after nearly a year of recovery https://t.co/tXpTR57CxE https://t.co/HRYiNwfUS9,Tue Oct 02 05:18:03 +0000 2018,0.0,0.0,0.0,1.0,85
@CBSNews,North and South Korea begin removing mines along DMZ https://t.co/1dmsYy5yWN https://t.co/p9zHBtIS3C,Tue Oct 02 05:03:03 +0000 2018,0.0,0.0,0.0,1.0,86
@CBSNews,"Tropical Storm Rosa nears Baja, Southwestern U.S., carrying with it heavy rains https://t.co/Y9rLmMs78X https://t.co/KHs5041ca6",Tue Oct 02 04:48:04 +0000 2018,0.0,0.0,0.0,1.0,87
@CBSNews,"Some former students, employees say Apple co-founder's Woz U doesn't live up to promises https://t.co/Owipj97nMZ https://t.co/WaWNDm0era",Tue Oct 02 04:33:04 +0000 2018,0.3818,0.157,0.0,0.843,88
@CBSNews,HERO DELIVERY MAN: A pizza delivery driver was dropping off food at a home when he noticed a woman mouthing for hel… https://t.co/htxkI498vB,Tue Oct 02 04:26:45 +0000 2018,0.6523,0.186,0.0,0.814,89
@CBSNews,GOP-hired prosecutor questions credibility of Kavanaugh accuser Christine Blasey Ford https://t.co/nZVkW9X9Yn https://t.co/Aw1t2FsOa4,Tue Oct 02 04:18:03 +0000 2018,0.0,0.0,0.0,1.0,90
@CBSNews,Boy Scout dies after getting trapped in Michigan sand dune https://t.co/w1SdXDGrEo https://t.co/GGxEZM3z7v,Tue Oct 02 04:03:04 +0000 2018,-0.5267,0.0,0.236,0.764,91
@CBSNews,"Soccer star Cristiano Renaldo sued, accused of rape https://t.co/zVb3udK8WB https://t.co/sBSVB6cdO1",Tue Oct 02 04:00:33 +0000 2018,-0.7845,0.0,0.463,0.537,92
@CBSNews,High school football player dies after injury during game https://t.co/wxARIsVnDw https://t.co/AuU90plKqL,Tue Oct 02 03:48:03 +0000 2018,-0.4215,0.0,0.219,0.781,93
@CBSNews,Dunkin' Donuts workers suspended over dumping water on homeless man https://t.co/rgzPieo2ll https://t.co/nD3Dk77twE,Tue Oct 02 03:33:04 +0000 2018,-0.6597,0.0,0.351,0.649,94
@CBSNews,White House authorizes broader FBI interviews in Kavanaugh review https://t.co/Oh1XwQ4ZLM https://t.co/0qc2nJ9EcN,Tue Oct 02 03:18:04 +0000 2018,0.0,0.0,0.0,1.0,95
@CBSNews,"Father, 2-year-old son among victims of Pennsylvania car explosion https://t.co/diEyx0is2B https://t.co/hJoe2KXkVc",Tue Oct 02 03:03:03 +0000 2018,-0.3182,0.0,0.187,0.813,96
@CBSNews,"Boy Scout, 12, dies after being hit by alleged drunk driver on Long Island https://t.co/tPtmylg3ak https://t.co/iEdlt3HV7u",Tue Oct 02 03:02:07 +0000 2018,-0.34,0.0,0.138,0.862,97
@CBSNews,"To celebrate NASA's 60th anniversary, the agency dropped a 60-second video detailing their biggest moments. It's ou… https://t.co/4ikUsGTNSr",Tue Oct 02 02:39:49 +0000 2018,0.5719,0.188,0.0,0.812,98
@CBSNews,"Video captures runaway horse charging through sports bar, sending customers fleeing in panic https://t.co/wjNV4rNsqd https://t.co/EthgPMudGq",Tue Oct 02 02:19:31 +0000 2018,-0.5106,0.0,0.191,0.809,99
@CBSNews,Border Patrol agent pleads guilty to starting wildfire in gender-reveal party stunt gone awry… https://t.co/pJPswpSH2m,Tue Oct 02 02:00:32 +0000 2018,-0.0258,0.146,0.151,0.703,100
@CNN,The organization that oversees Georgia high school sports said that there is no evidence of negligence in the death… https://t.co/eGC4qVnTDU,Tue Oct 02 20:41:02 +0000 2018,-0.296,0.0,0.104,0.896,1
@CNN,Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Who… https://t.co/UmiEakLw26,Tue Oct 02 20:34:42 +0000 2018,0.7003,0.274,0.0,0.726,2
@CNN,An off-duty border patrol agent planned to shoot a rifle at a target containing a highly explosive substance reveal… https://t.co/93lZ8OLYsY,Tue Oct 02 20:31:07 +0000 2018,-0.34,0.0,0.13,0.87,3
@CNN,"RT @CNNnewsroom: ""The performance, the behavior, was quite out of bounds,"" says @HillaryClinton, of Brett Kavanaugh's hearing, adding ""ther…",Tue Oct 02 20:23:29 +0000 2018,0.0,0.0,0.0,1.0,4
@CNN,"Roger Stone built a ""dirty trickster"" image. Now Robert Mueller might build a case on it https://t.co/wK9kAPZ9Tt https://t.co/GKiyqoSmgM",Tue Oct 02 20:21:06 +0000 2018,-0.5859,0.0,0.255,0.745,5
@CNN,"The New York Times said it should not have allowed a staff writer who had tweeted negatively about Brett Kavanaugh,… https://t.co/LscfaTCDoS",Tue Oct 02 20:11:05 +0000 2018,0.0,0.0,0.0,1.0,6
@CNN,"There’s no way to know the fate of Brett Kavanaugh’s Supreme Court nomination, but here are four ways it could play… https://t.co/og7j03QBso",Tue Oct 02 20:01:06 +0000 2018,0.1779,0.096,0.067,0.837,7
@CNN,"RT @CNNnewsroom: “The processes in place in the Senate were followed, the same way as they should be now,” says @SenatorRounds of compariso…",Tue Oct 02 20:00:44 +0000 2018,0.0,0.0,0.0,1.0,8
@CNN,Tencent Music has filed plans to go public in the United States in what could be one the biggest IPOs by a Chinese… https://t.co/ydZ6GkewGn,Tue Oct 02 19:51:04 +0000 2018,0.4215,0.113,0.0,0.887,9
@CNN,"A dean at the Catholic University of America has been suspended over tweets that ""called into question the validity… https://t.co/QsBUkmRwGg",Tue Oct 02 19:41:03 +0000 2018,-0.4767,0.0,0.147,0.853,10
@CNN,"RT @CNNnewsroom: “The FBI needs to do a full investigation determining his veracity,” says Sen. @BernieSanders of the FBI’s Kavanaugh probe…",Tue Oct 02 19:35:09 +0000 2018,0.0,0.0,0.0,1.0,11
@CNN,RT @CNNPolitics: The fate of Brett Kavanaugh’s Supreme Court nomination is a complete toss-up right now. Watch The Point with CNN’s Chris C…,Tue Oct 02 19:34:49 +0000 2018,0.5574,0.146,0.0,0.854,12
@CNN,The Emerald Bay Maritime Heritage Trail just opened to scuba divers and snorkelers who want to see sunken historic… https://t.co/dmQgoV0YAl,Tue Oct 02 19:31:00 +0000 2018,0.0772,0.064,0.0,0.936,13
@CNN,"Four men have been charged with inciting rioting and assaulting counterprotesters at last year's deadly ""Unite the… https://t.co/JshchPAyBY",Tue Oct 02 19:29:41 +0000 2018,-0.6249,0.0,0.242,0.758,14
@CNN,"Sen. Bernie Sanders, who has previously criticized Amazon's treatment of its workers, praised CEO Jeff Bezos Tuesda… https://t.co/OQaWxDaspA",Tue Oct 02 19:21:07 +0000 2018,0.1779,0.147,0.115,0.737,15
@CNN,President Trump is speaking at a convention for the National Electrical Contractors Association. Watch on Facebook:… https://t.co/HrQ4JXLc2S,Tue Oct 02 19:14:18 +0000 2018,0.0,0.0,0.0,1.0,16
@CNN,Donald Trump's Stormy Daniels story just keeps collapsing | Analysis by @CillizzaCNN https://t.co/sGLK7MEB1T https://t.co/216tUqje2H,Tue Oct 02 19:10:46 +0000 2018,-0.296,0.0,0.155,0.845,17
@CNN,"Trump: ""It is a very scary time for young men in America, where you can be guilty of something you may not be guilt… https://t.co/l2pxQXaJmr",Tue Oct 02 19:05:16 +0000 2018,-0.7425,0.0,0.222,0.778,18
@CNN,"Sen. Graham on Brett Kavanaugh: ""If his nomination were to fall short, I would encourage President Trump to re-nomi… https://t.co/AyJv6IRgGn",Tue Oct 02 18:52:18 +0000 2018,0.5106,0.155,0.0,0.845,19
@CNN,Sen. Lindsey Graham said he believes Supreme Court nominee Brett Kavanaugh will be confirmed — but he encouraged Pr… https://t.co/mpnKdMNqRY,Tue Oct 02 18:41:14 +0000 2018,0.6757,0.246,0.0,0.754,20
@CNN,More than 100 people who survived the Las Vegas shooting one year ago gathered Monday night at the site of the Rout… https://t.co/4YlRHldgC7,Tue Oct 02 18:40:05 +0000 2018,0.5106,0.13,0.0,0.87,21
@CNN,Texas Senate candidate Beto O'Rourke apologized Monday for once writing a critical review of a Broadway musical in… https://t.co/2zdNpePx4s,Tue Oct 02 18:30:05 +0000 2018,0.0,0.117,0.117,0.765,22
@CNN,Supreme Court nominee Brett Kavanaugh will not be teaching at Harvard Law School in January 2019. The school inform… https://t.co/D0sUrwu6oa,Tue Oct 02 18:20:06 +0000 2018,0.5574,0.159,0.0,0.841,23
@CNN,Police say two men broke into a UPS facility in Memphis and stole 400 guns https://t.co/2wHXR0vrFs https://t.co/18VuKDenZW,Tue Oct 02 18:10:09 +0000 2018,-0.4215,0.0,0.157,0.843,24
@CNN,"The oldest known animal in the geological record has been identified, in a discovery that scientists are calling ""t… https://t.co/41viLOx2Oe",Tue Oct 02 18:00:22 +0000 2018,0.0,0.0,0.0,1.0,25
@CNN,"“It’s part of our culture to examine ourselves, see if we're doing the right thing.” Jay Carney, Amazon’s senior vi… https://t.co/je8OCsldah",Tue Oct 02 17:52:53 +0000 2018,0.0,0.0,0.0,1.0,26
@CNN,The third congressional district in West Virginia voted overwhelmingly for President Trump in the 2016 election. Bu… https://t.co/xXxo1cl255,Tue Oct 02 17:46:55 +0000 2018,-0.128,0.0,0.081,0.919,27
@CNN,President Trump: “It’s a very scary time for young men in America when you can be guilty of something that you may… https://t.co/rjzYxQ9BPl,Tue Oct 02 17:39:03 +0000 2018,-0.7425,0.0,0.239,0.761,28
@CNN,Brazilian surfer Maya Gabeira just set a new Guinness World Record for the largest wave ever surfed by a woman… https://t.co/dYQqWT7FPg,Tue Oct 02 17:31:14 +0000 2018,0.0,0.0,0.0,1.0,29
@CNN,Lake Tahoe visitors can now explore the lake's underwater exhibits via the Emerald Bay Maritime Heritage Trail… https://t.co/bnJENbgQFF,Tue Oct 02 17:21:18 +0000 2018,0.0,0.0,0.0,1.0,30
@CNN,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/XlypMByEvL",Tue Oct 02 17:18:34 +0000 2018,0.0,0.0,0.0,1.0,31
@CNN,"Missouri has lost track of more than 1,200 sex offenders and other states have a similar problem… https://t.co/5FnjxevtZt",Tue Oct 02 16:59:59 +0000 2018,-0.5859,0.0,0.242,0.758,32
@CNN,"President Trump inspires less trust around the world than many other international leaders, including autocrats lik… https://t.co/pEEJWtGCzd",Tue Oct 02 16:33:14 +0000 2018,0.7102,0.283,0.0,0.717,33
@CNN,"A piece of mail delivered to the Pentagon mail facility has initially tested positive for ricin, according to two U… https://t.co/vffm8qjXzq",Tue Oct 02 16:21:06 +0000 2018,0.5574,0.159,0.0,0.841,34
@CNN,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/ySghCNPg3b",Tue Oct 02 16:15:15 +0000 2018,0.4404,0.17,0.0,0.83,35
@CNN,"Amazon is raising its minimum wage to $15 an hour for all US employees, benefitting more than 250,000, plus 100,000… https://t.co/2tjXel32nf",Tue Oct 02 16:00:02 +0000 2018,0.5574,0.195,0.0,0.805,36
@CNN,An official transcript distributed on Monday evening showed the President telling ABC reporter Cecelia Vega she was… https://t.co/DbE0WVqt8s,Tue Oct 02 15:54:48 +0000 2018,0.0,0.0,0.0,1.0,37
@CNN,The White House has officially corrected the record on an insulting remark President Trump made toward a female rep… https://t.co/ZOtlYHuPeX,Tue Oct 02 15:51:27 +0000 2018,-0.4939,0.0,0.151,0.849,38
@CNN,Here's why elephants have cracks in their skin https://t.co/8T4et3Pnnh https://t.co/3Eh0INfBV3,Tue Oct 02 15:36:56 +0000 2018,0.0,0.0,0.0,1.0,39
@CNN,Sen. Jeff Flake says his Kavanaugh vote depends on the FBI probe results https://t.co/lyYtYQD9rM https://t.co/ZMWFA0BiDx,Tue Oct 02 15:21:19 +0000 2018,0.0,0.0,0.0,1.0,40
@CNN,Health officials are 'very worried' as African swine fever spreads in Europe and Asia https://t.co/Q948Q06KRA https://t.co/uOrXBb0tMJ,Tue Oct 02 15:10:45 +0000 2018,-0.3597,0.0,0.143,0.857,41
@CNN,Mark Judge's lawyer says the FBI has completed its interview of him. He's a key witness to the alleged incident bet… https://t.co/u3KHNdfD01,Tue Oct 02 14:56:56 +0000 2018,0.0,0.0,0.0,1.0,42
@CNN,RT @CNNnewsroom: New satellite footage from above Indonesia shows the extent of the damage from the earthquake and tsunami that hit the nat…,Tue Oct 02 14:47:18 +0000 2018,-0.4939,0.0,0.127,0.873,43
@CNN,"Death toll rises to 1,234 following Friday's devastating earthquake and tsunami in the Indonesian city of Palu, acc… https://t.co/aTcY3YrRn9",Tue Oct 02 14:45:08 +0000 2018,-0.8481,0.0,0.325,0.675,44
@CNN,Sen. Bernie Sanders praises Jeff Bezos after Amazon announced it is raising its minimum wage at both Amazon and Who… https://t.co/HDtbnJoobu,Tue Oct 02 14:30:28 +0000 2018,0.7003,0.274,0.0,0.726,45
@CNN,Amazon is increasing its minimum wage to $15 an hour for all US employees effective November 1. The increase applie… https://t.co/7wdZW3IAJU,Tue Oct 02 14:20:11 +0000 2018,0.7269,0.283,0.0,0.717,46
@CNN,"An off-duty border patrol agent wanted an explosive gender reveal party for his family and friends, but he ended up… https://t.co/13EbcuYzod",Tue Oct 02 14:16:39 +0000 2018,0.4404,0.17,0.0,0.83,47
@CNN,How Trump landed his biggest trade win yet https://t.co/KsCURtdxXU https://t.co/EVu6GvJXLO,Tue Oct 02 14:06:24 +0000 2018,0.5859,0.297,0.0,0.703,48
@CNN,A Georgia high school football player who came out of a game Friday night with an injury and then lost consciousnes… https://t.co/QqVp8VPJmy,Tue Oct 02 13:51:40 +0000 2018,-0.6249,0.0,0.221,0.779,49
@CNN,14 midterm races that could change America | via @CNNopinion https://t.co/UCSk6My02W,Tue Oct 02 13:40:06 +0000 2018,0.0,0.0,0.0,1.0,50
@CNN,"At 120 years old, the Star Ferry is Hong Kong's oldest form of public transportation -- and the company's green and… https://t.co/GxDna7LY1l",Tue Oct 02 13:30:00 +0000 2018,0.0,0.0,0.0,1.0,51
@CNN,"Today's top business headlines with @ChristineRomans before the opening bell on Wall Street:

- Dow, S&amp;P 500 rise o… https://t.co/dRT2SI1tCJ",Tue Oct 02 13:22:26 +0000 2018,0.2023,0.091,0.0,0.909,52
@CNN,"Opposite-sex couples in England and Wales will be able to have civil partnerships instead of getting married, endin… https://t.co/ZPt5r6SsWk",Tue Oct 02 13:10:07 +0000 2018,0.0,0.0,0.0,1.0,53
@CNN,"""I know the name of the boy who assaulted me. I have no reason to disrupt his life, even though mine has been upend… https://t.co/gAYDWTXIjH",Tue Oct 02 13:00:07 +0000 2018,-0.6808,0.0,0.203,0.797,54
@CNN,"Two notable things about today's Nobel Prize in Physics:

• Donna Strickland is the first woman in 55 years to win,… https://t.co/lrXyzuGeGj",Tue Oct 02 12:53:28 +0000 2018,0.5106,0.142,0.0,0.858,55
@CNN,President Trump was personally involved in an effort to prevent adult film actress Stormy Daniels from publicly dis… https://t.co/DT9kNgwIKH,Tue Oct 02 12:40:06 +0000 2018,0.0258,0.058,0.0,0.942,56
@CNN,A hunter in Alaska was hospitalized after the bear he shot rolled on top of him https://t.co/fMDNQ7jCqc https://t.co/zn41lWEid4,Tue Oct 02 12:31:04 +0000 2018,0.2023,0.101,0.0,0.899,57
@CNN,More than 100 people who survived the Las Vegas shooting one year ago gathered Monday night at the site of the Rout… https://t.co/zRv0SrNVEB,Tue Oct 02 12:30:06 +0000 2018,0.5106,0.13,0.0,0.87,58
@CNN,Texas Senate candidate Beto O'Rourke apologized Monday for once writing a critical review of a Broadway musical in… https://t.co/bCjQqeH6S1,Tue Oct 02 12:20:07 +0000 2018,0.0,0.117,0.117,0.765,59
@CNN,"These satellite images show how entire neighborhoods, and even a bridge, were wiped away in Friday's deadly earthqu… https://t.co/earveq5DV7",Tue Oct 02 12:10:10 +0000 2018,0.0,0.0,0.0,1.0,60
@CNN,Amazon says it is increasing its minimum wage to $15 an hour for all US employees effective November 1. The increas… https://t.co/7v1feIHOdU,Tue Oct 02 12:06:21 +0000 2018,0.5859,0.194,0.0,0.806,61
@CNN,Supreme Court nominee Brett Kavanaugh will not be teaching at Harvard Law School in January 2019. The school inform… https://t.co/CPEV4qYRWd,Tue Oct 02 11:56:12 +0000 2018,0.5574,0.159,0.0,0.841,62
@CNN,"President Trump inspires less trust around the world than many other international leaders, including autocrats lik… https://t.co/MnJootWNQj",Tue Oct 02 11:40:07 +0000 2018,0.7102,0.283,0.0,0.717,63
